Country,Year,Country_Code,Continent,Region,Population,GDP_Per_Capita,Per_Capita_Sugar_Consumption,Total_Sugar_Consumption,Sugar_From_Sugarcane,Sugar_From_Beet,Sugar_From_HFCS,Processed_Food_Consumption,Avg_Daily_Sugar_Intake,Diabetes_Prevalence,Obesity_Rate,Sugar_Imports,Sugar_Exports,Avg_Retail_Price_Per_Kg,Gov_Tax,Gov_Subsidies,Education_Campaign,Urbanization_Rate,Climate_Conditions,Sugarcane_Production_Yield
Brazil,1989,BRA,South America,South America,2043541.65,24513.3,68.64,140268.68,67.38,12.72,45.49,272.48,188.07,6.35,30.85,5570637.68,7975717.93,1.39,0,0,0,86.4,5,31.35
Russia,1998,RUS,Europe,Eastern Europe,281453609.9,3296.25,56.91,16017145.31,81.35,8.83,38.18,138.04,155.93,14.52,29.33,4931328.98,6280367.34,2.25,0,1,0,48.95,2,71.34
South Africa,2007,ZAF,Africa,Sub-Saharan Africa,5221471.412,22653.68,27.28,142425.3,56.57,9.99,18.55,77.01,74.74,2.69,10.37,2159188.71,1162894.35,3.09,0,0,0,56.69,2,63.82
Japan,2008,JPN,Asia,East Asia,199023598.8,35963.14,65.92,13119368.73,70.03,17.85,9.07,105.65,180.62,11.88,6.43,2305053.99,2035728.78,1.22,1,0,1,60.55,4,37.26
Brazil,1989,BRA,South America,South America,97544381.95,21352.15,69.92,6820365.16,53.09,24.35,26.38,160.12,191.58,9.77,5.83,4994345.75,1325597.12,2.26,0,0,1,63.86,5,66.91
Australia,1976,AUS,Oceania,Australia & New Zealand,141646836.2,580.7,35.05,4964453.43,72.45,28.38,3.96,284.47,96.03,6.02,30.6,4235359.58,2173547.22,3.54,0,0,1,56.23,1,42.69
South Africa,1978,ZAF,Africa,Sub-Saharan Africa,164638265.1,18779.61,44.95,7400211.74,56.76,24.68,13.37,219.08,123.16,15.37,19.82,4058856.45,308025.49,4.56,0,0,0,41.88,1,40.02
China,2011,CHN,Asia,East Asia,123129557.1,3854.07,5.39,663564.29,88.4,36.69,57.84,284.97,14.77,4.9,20.04,8374036.73,8827011.87,1.66,0,0,1,26.91,4,44.97
Indonesia,1990,IDN,Asia,Southeast Asia,232536267.4,39139.52,7.83,1820679.6,72.17,17.61,9.03,42.5,21.45,8.57,7.23,234409.28,8442141.19,3.92,0,0,0,47.78,2,89.89
South Africa,1976,ZAF,Africa,Sub-Saharan Africa,279281216.5,39295.7,37.54,10483897.85,71.17,29.93,16.5,61.7,102.86,10.13,33.04,9611627.49,5551060.83,1.08,0,0,0,59.08,5,65.13
South Africa,2015,ZAF,Africa,Sub-Saharan Africa,26837203.58,40415.74,44.61,1197084.25,88.89,14.39,8.34,115.28,122.22,15.44,15.21,7916317.98,7696242.13,1.35,0,0,1,53.26,1,88.14
Russia,1961,RUS,Europe,Eastern Europe,240275611.5,2001.2,25.31,6080305.34,69.94,28.86,54.72,80.85,69.34,10.87,19.7,8948754.71,9999106.87,4.15,1,0,1,55.54,2,80.3
USA,1996,USA,North America,Northern America,25002877.79,45220.74,55.85,1396352.96,51.87,39.24,3.57,59.64,153.02,8.7,35.87,2839570.15,6138560.34,2.94,0,0,0,27.56,3,39.8
Japan,2007,JPN,Asia,East Asia,286793604.4,6622.35,32.22,9240318.57,78.33,30.54,53.89,59.28,88.28,13.99,34.16,5215553.62,8639456.75,1.25,0,0,1,62.92,3,31.98
South Africa,1988,ZAF,Africa,Sub-Saharan Africa,147300036.7,33669.47,47.18,6948900.66,54.17,37.99,8.54,151.42,129.26,12.98,16.5,4461835.65,5301512.1,1.33,0,0,0,66.76,3,41.53
Brazil,1989,BRA,South America,South America,46628384.01,39874.99,47.26,2203800.94,81.21,28.82,23.84,212.1,129.5,3.75,7.57,1770799.15,500301.05,4.76,1,0,0,29.94,4,83.1
Indonesia,2013,IDN,Asia,Southeast Asia,171417176.9,22669.25,40.54,6950026.2,85.07,38.71,35.18,119.99,111.09,10.52,24.5,9780812.72,3456744.18,3,0,0,1,72.31,2,57.3
China,2002,CHN,Asia,East Asia,79707904.49,27550.37,16.6,1323296.45,62.62,36.43,27.74,22.68,45.49,3.88,14.6,3021299.5,7179049.43,1.91,0,0,1,57.06,3,36.38
China,1997,CHN,Asia,East Asia,187773218.6,46218.2,25.94,4869984.91,69.31,21.59,47.49,284.18,71.06,15.1,35.89,4885262.33,9941278.28,1.75,0,1,0,78.11,2,72.8
China,1970,CHN,Asia,East Asia,260911678.8,15439.15,58.24,15196315.03,72.86,17.16,41.24,245.04,159.59,12.43,30.77,1073901.17,7414408.62,3.83,0,0,1,86.5,2,94.62
China,1992,CHN,Asia,East Asia,1921338.083,11281.65,17.56,33734.46,66.44,5.94,56.47,253.63,48.11,3.82,18.64,8276412.54,717894.48,1.28,0,0,1,58.68,3,82.82
Mexico,1978,MEX,North America,Central America,65028057.61,26507.47,23.92,1555773.32,69.06,21.34,21.18,255.89,65.55,6.95,27.65,330543.88,9548412.41,1.73,0,0,1,34.47,3,37.32
Australia,1962,AUS,Oceania,Australia & New Zealand,29784892.33,9930.43,33.62,1001364.74,86.33,10.19,25.82,230.26,92.12,11.61,11.7,510705.21,311469.64,3.73,0,0,0,27.86,5,89.79
Australia,1999,AUS,Oceania,Australia & New Zealand,30032212.77,34491.24,53.1,1594736.13,87.89,6.28,20.99,243.58,145.5,14.99,28.36,7902392.65,6441581.37,0.72,0,0,1,35.04,1,78.11
USA,1981,USA,North America,Northern America,283787446.5,25998.21,51.85,14714035.01,67.83,20.58,3.78,32.23,142.07,4.06,7.19,1270429.57,2562438.34,4.98,0,1,0,39.98,1,81.68
India,1977,IND,Asia,South Asia,280888797.4,7816.32,26.91,7559320.61,70.57,13.13,3.3,25.84,73.74,3.7,27.98,5633726.21,2459238.2,2,0,0,0,80.73,3,59.04
Australia,2004,AUS,Oceania,Australia & New Zealand,225043115.8,3828.7,38.2,8596395.43,54.65,37.74,45.68,31.82,104.66,4.33,36.03,6247568.69,5683039.32,3.64,0,0,1,39.11,3,62.79
India,1989,IND,Asia,South Asia,193275849.7,7279.2,20.23,3909052.19,63.02,33.44,17.09,181.54,55.42,9.55,25.32,9950847.46,288526.55,0.87,0,0,0,82.31,3,98.39
China,1979,CHN,Asia,East Asia,18464212.69,15986.1,17.79,328407.12,58.1,35.85,58.74,18.17,48.73,4.55,24.54,2958536.52,2339294.54,2.91,0,1,0,50.32,4,62.86
China,2008,CHN,Asia,East Asia,36726252.14,41746.9,58.26,2139581.45,73.06,30.48,1.06,32.21,159.63,10.31,16.59,658953.91,4052409.67,1.69,0,1,0,31.12,4,76.48
Germany,1964,DEU,Europe,Western Europe,95816764.07,3336.05,65.9,6313957.44,77.41,25.92,31.06,29.87,180.56,7.97,15.2,503193.4,445178.29,2.07,0,0,0,47.91,2,90.67
Mexico,1971,MEX,North America,Central America,249915221.6,6840.4,69.46,17357872.88,76,7.29,31.09,191.98,190.31,5.78,5.17,4094238.85,3245749.03,4.32,0,1,0,87.22,3,89.59
France,1970,FRA,Europe,Western Europe,142197530.3,15493.51,60.7,8631751.3,67.7,14.3,59.91,51.43,166.32,3.83,13.81,6587173.98,1785960.81,1.55,1,0,0,31.23,4,53.66
China,1983,CHN,Asia,East Asia,151568854.3,27889.99,19.41,2942017.29,80.77,29.88,50.06,255.27,53.18,3.74,36.29,6621001.93,2066452.73,3.6,0,0,0,55.71,4,46.12
Australia,1977,AUS,Oceania,Australia & New Zealand,194867856.9,46098.98,10.77,2099583.26,68.77,16.39,9.43,137.95,29.52,8.93,27.17,5397757.05,9939760.13,2.79,0,1,1,34.92,5,75.96
Mexico,1967,MEX,North America,Central America,266464804.1,20898.37,15.7,4182388.5,60.81,8.64,2.03,165.92,43.01,5.28,26.48,7933152.28,4386836.7,2.16,1,1,0,82.45,5,63.08
Mexico,1988,MEX,North America,Central America,99524751.74,5738.82,8.23,819119.6,74.15,7.46,11.81,85.37,22.55,12.33,12.9,1803880.82,961857.25,4.03,0,0,1,70.08,2,82.41
India,2015,IND,Asia,South Asia,186136596,11069.02,46.67,8687127.88,67.63,12.35,12.74,200.11,127.88,10.48,32.01,6341471.19,7761603.4,0.52,0,1,0,84.34,3,72.4
France,1981,FRA,Europe,Western Europe,100252740.3,14718.76,39.66,3975739.34,58.68,34.21,5.39,275.35,108.66,12.91,20.38,7782901.69,8343808.97,1.3,0,0,0,42.03,1,97.15
Australia,2015,AUS,Oceania,Australia & New Zealand,238023014.4,39411.83,64.61,15377675.14,62.33,28.21,31.63,62.43,177.02,8.66,32.9,5709776.63,2932890.84,2.11,0,0,0,80.32,2,31.16
Indonesia,1961,IDN,Asia,Southeast Asia,102501237.6,10845.76,46.75,4791926.29,86.44,7.14,48.23,74.19,128.09,13.48,10.21,1416175.54,3543767.99,2.96,0,0,0,78.67,5,96.78
India,1982,IND,Asia,South Asia,126594607.4,42017.9,31.1,3937577.86,70.88,11.59,12.2,87.12,85.22,9.91,18.14,4430199.89,9727040.52,3.61,0,0,0,85.14,5,85.74
Australia,1975,AUS,Oceania,Australia & New Zealand,28277028.9,43028.21,58.91,1665932.89,76.11,20.75,46.98,274.36,161.43,12.23,21.63,8513303.22,8456229.18,3.15,1,0,1,67.84,5,77.89
Japan,1967,JPN,Asia,East Asia,287462647.5,14112.71,33.06,9504251.86,57.29,31.69,50.11,19.19,90.59,12.8,32.61,8989567.55,6687404.74,3.61,0,0,1,57.62,1,49.35
Germany,1963,DEU,Europe,Western Europe,143746839.7,7119.65,10.38,1491457.67,87.48,32.6,28.12,242.86,28.43,10.13,36.61,9880107.13,6223284.35,4.5,0,0,0,43.73,1,92.17
Indonesia,1973,IDN,Asia,Southeast Asia,67179825.22,5645.89,15.63,1050009.17,71.59,9.79,16.16,196.2,42.83,4.95,16.1,1394227.71,4823106.17,3.59,0,0,1,21.78,2,33.8
USA,1968,USA,North America,Northern America,199732203.5,20304.34,51.84,10353194.96,84.25,30.44,44.87,225.49,142.03,6.74,36.04,1476480.99,7159041.49,3.51,0,0,0,10.68,2,85.05
Indonesia,1970,IDN,Asia,Southeast Asia,136262062.4,21751.58,26.14,3562215.27,56.72,22.93,47.19,56.91,71.63,14.51,14.32,3748538.78,8282717.98,4.67,0,1,1,29.8,5,53.96
India,2007,IND,Asia,South Asia,76437724.17,43476.39,56.05,4284336.21,60.92,38.68,17.81,263.15,153.58,5.82,7.5,5629743.69,9460734,4.81,1,1,0,39.49,2,65.91
China,1997,CHN,Asia,East Asia,12491509.9,13753.92,53.73,671223.44,57.77,32.56,13.45,237.03,147.23,8.9,25.29,7629202.3,4691457.29,1.43,1,0,0,35.71,2,61.82
Germany,2010,DEU,Europe,Western Europe,239223571.3,39516.53,57.92,13856809.46,55.63,26.13,53.31,128.55,158.71,7.42,15.34,7815954.47,7383607.28,0.55,0,0,0,28.63,4,33.84
India,1975,IND,Asia,South Asia,248872811.2,13823.07,54.18,13482966.17,81.7,11.26,1.24,160.32,148.44,5.37,10.94,1635085.66,5092413.23,2.1,1,0,1,68.58,3,89.21
Mexico,1995,MEX,North America,Central America,226223362.2,33623.19,5.27,1193275.88,60.22,24.57,11.51,40.27,14.45,4.6,20.43,6027868.49,181570.13,4.89,0,0,0,81.07,4,32.41
Indonesia,2003,IDN,Asia,Southeast Asia,174786353.9,36443.75,38.52,6732598.8,61.24,25.09,20.97,71.01,105.54,15.67,19.31,771608.76,6972203.26,0.56,0,0,1,24.48,5,80.11
Brazil,1995,BRA,South America,South America,113057813.6,48008.25,43.69,4939658.46,79.86,25.14,3.18,93.59,119.71,11.48,14.98,730973.74,1778379.69,1.02,0,0,1,87.33,5,84.21
India,1976,IND,Asia,South Asia,252979884.3,42572.06,67.44,17061465.2,86.97,14.67,3.33,284.08,184.79,10.12,12.73,6176367.62,3992957.01,2.86,0,0,1,39.76,2,84.96
China,1973,CHN,Asia,East Asia,299628506.9,41191.54,47.28,14166835.51,86.3,33.42,16.37,10.39,129.55,8.79,6.37,6987511.87,8243265.88,0.99,0,0,0,77.92,3,85.12
Australia,1988,AUS,Oceania,Australia & New Zealand,269885409.9,34769.55,42.41,11444705.12,54.05,35.18,33.9,298.25,116.19,11,29.11,9192506.38,8048787.24,0.73,0,1,0,30.32,2,99.02
France,2017,FRA,Europe,Western Europe,233081399.5,6365.09,40.18,9364651.2,60.5,15.08,54.06,124.72,110.09,7.57,18.68,9574724.55,4564426.59,2.5,0,0,0,63.08,5,59.03
South Africa,1976,ZAF,Africa,Sub-Saharan Africa,224504883.7,40557.44,11.71,2629860.22,76.89,20.46,4.19,198,32.1,5.09,12.56,4769692.09,311856.8,3.73,1,0,0,62.48,2,31.14
USA,1960,USA,North America,Northern America,195424404.1,46798.43,32.8,6409000.4,74.74,11.27,32.75,129.11,89.86,6.12,23.06,6438642.75,3769220.05,2.01,1,1,1,60.83,4,79.08
Mexico,1979,MEX,North America,Central America,256231631.6,19840.53,13.73,3518859.75,64,13.35,24.97,237.37,37.63,3.73,35.83,7780966.26,3415306.48,1.42,0,0,0,49.22,3,91.76
India,1992,IND,Asia,South Asia,148431293.1,16026.27,8.43,1250586.16,84.51,16.76,59.36,285.67,23.09,13.84,13.14,9231344.34,2007272.97,2.06,0,0,1,84.96,4,88.01
Indonesia,2021,IDN,Asia,Southeast Asia,55337123.55,26362.84,26.42,1461757.65,55.22,36.57,11.23,139.85,72.38,14.94,26.46,221117.95,1308487.37,1.09,0,1,1,47.05,4,96.83
Indonesia,2013,IDN,Asia,Southeast Asia,230646867.6,47844.55,46.95,10829733.27,75.56,26.92,22.17,62.26,128.65,6.24,37.13,2181038.93,3167746.01,2.1,0,0,1,62.82,2,60.44
Germany,2021,DEU,Europe,Western Europe,275932405.9,3016.2,61.34,16926197.84,60.92,25.58,2.01,74.4,168.08,16.13,18.34,5243699.87,4111416.9,2.72,0,0,0,63.3,5,32.33
Australia,1961,AUS,Oceania,Australia & New Zealand,103064335.3,35589.59,57.67,5944109.94,71.09,38.14,54.85,87.08,158.03,10.49,38.2,2316528.52,7274317.53,0.83,0,0,0,61.49,2,38.21
Germany,1976,DEU,Europe,Western Europe,235112006.1,40826.08,24.15,5679092.96,65.5,32.7,37.35,74.25,66.18,5.69,5.44,5168310.32,5676919.9,2.97,0,0,0,61.93,3,34.71
USA,2023,USA,North America,Northern America,82843088.22,39543.08,7.99,661898.07,89.19,5.56,35.27,13.84,21.89,8.76,9.16,6791172.58,5629720.31,2.79,0,0,0,29.27,2,89.17
Mexico,1982,MEX,North America,Central America,282837481.7,28555.33,31.17,8817198.69,69.47,9.35,2.92,259.96,85.42,3.72,23.66,7696109.81,8476045.82,2.35,0,0,0,16.62,1,36.85
Russia,1981,RUS,Europe,Eastern Europe,205354836.6,46067.87,25.46,5228468.42,89.04,13.67,5.94,207.47,69.76,4.41,22.45,8359188.74,9014635.61,3.3,0,0,0,86.87,5,95.36
China,1960,CHN,Asia,East Asia,171213520.2,7158.93,29.13,4987825.62,60.2,15.64,47.42,159.57,79.82,5.57,39.39,9945546.58,3993216.67,4.7,0,0,1,42.87,5,54.26
India,1971,IND,Asia,South Asia,234181177.2,12634.95,41.34,9681385.02,80.72,34.19,32.97,52.61,113.28,14.82,10,8796279.85,8432739.53,1.96,0,0,1,52.05,3,76.7
Germany,1972,DEU,Europe,Western Europe,244156120,15694.34,6.98,1703447.71,78.68,31.95,11.94,21.81,19.12,14.5,39.68,3473958.48,8204231.24,1.1,0,1,0,47.77,1,35.05
USA,1973,USA,North America,Northern America,267818599.6,929.53,29.1,7794156.75,83.91,10.09,32.99,121.54,79.74,7.99,34.82,2904719.02,2256989.1,3.83,0,0,0,45.13,2,71.96
South Africa,1969,ZAF,Africa,Sub-Saharan Africa,270434740.3,18848.13,41.31,11171974.21,77.74,23.69,58.09,11.54,113.19,6.1,12.8,3019458.02,498126.7,1.63,0,1,1,82.34,2,55.76
USA,1971,USA,North America,Northern America,16754556.84,8452.66,33.01,553119.97,77.29,8.82,6.22,26.57,90.46,6.97,17.86,920697.73,9218520.1,3.76,0,0,0,34,1,70.23
China,2016,CHN,Asia,East Asia,37749374.8,36368.99,48.37,1825932.78,76.43,11.05,58.21,31.29,132.53,7.43,9.19,6630302.45,9850321.35,1.75,0,1,0,22.33,4,81.24
Indonesia,1981,IDN,Asia,Southeast Asia,247992202.6,21040.16,17.1,4240311.16,89.4,13.48,46.51,246.58,46.85,9.58,36.81,105776.2,5976517.08,1.02,0,0,1,16.04,1,58.75
Indonesia,1977,IDN,Asia,Southeast Asia,283869444.4,35370.74,15,4257708.72,59.12,36.69,8.65,220.59,41.1,4.55,18.5,2924924.92,3423884.77,5,0,1,0,83.86,3,96.14
South Africa,1978,ZAF,Africa,Sub-Saharan Africa,3571943.711,7029.93,11.61,41478.84,77.12,37.05,44.64,98.13,31.82,7.08,25.21,4691848.32,522130.45,3.85,0,0,1,17.77,3,84.29
USA,1989,USA,North America,Northern America,97488851.52,7033.46,20.36,1984582.65,56.89,31.28,34.44,109.86,55.78,10.59,14.02,4129321.43,7517781.51,2.26,1,0,0,54.29,5,67.88
Indonesia,1974,IDN,Asia,Southeast Asia,115476376.7,10561.56,10.65,1229683.66,77.18,31.23,46.46,174.01,29.18,9.6,18.45,7861251.91,2070269.31,4.59,0,0,0,47.27,2,42.33
Germany,1998,DEU,Europe,Western Europe,228548976.1,6203.18,31.13,7114399.14,62.79,33.12,8.47,259.44,85.29,8.69,21.43,4023712.07,959811.97,4.22,0,1,0,87.07,2,46.15
Mexico,1973,MEX,North America,Central America,15227815.03,11417.08,51.24,780343.97,51.73,8.36,43.3,148.34,140.41,4.73,7.67,4736256.71,9006024.45,4.24,0,1,1,52.59,1,31.01
Japan,1968,JPN,Asia,East Asia,64579430.59,29162.2,23.62,1525687.45,80.79,33.51,38.46,53.06,64.73,4.59,22.12,4934997.98,5582906.15,4.09,0,0,1,87.1,4,99.9
Indonesia,1964,IDN,Asia,Southeast Asia,268296607.3,13188.63,5.24,1406547.5,52.07,13.84,17.08,55.98,14.36,6.62,15.1,5060841.36,4901901.18,3.12,0,0,0,67.25,4,52.3
USA,1992,USA,North America,Northern America,47291302.43,17475.85,41.21,1948845.41,58.97,39.44,41.42,26.53,112.91,12.57,29.93,1015494.98,6170787,2.67,0,0,0,66.3,2,88.05
China,2007,CHN,Asia,East Asia,228015047.9,3110.33,49.98,11395325.77,63.46,34.69,40.73,224.71,136.93,7.5,13.96,5281224.24,9948339.95,3.43,0,1,0,32.67,2,56.9
Mexico,1964,MEX,North America,Central America,109031814.3,44664.35,30.44,3318443.44,55.31,39.88,14.34,125.78,83.39,6.34,38.05,3870076.03,1925274.41,1.74,0,0,0,18.71,3,85.4
Brazil,1983,BRA,South America,South America,199135404.3,7338.97,24.3,4839984.72,86.54,37.8,8.86,276.23,66.6,12.88,30.98,8996786.44,2108357.7,2.92,0,1,0,55.82,5,56.07
China,1967,CHN,Asia,East Asia,23080104.49,17758.96,36.89,851458.68,74.87,17.59,21.74,99.92,101.08,14.19,9.19,125302.12,7066871,3.56,0,1,1,46.76,2,91.61
Russia,1978,RUS,Europe,Eastern Europe,86680825.58,19284.22,11.58,1003814.08,85.02,37.96,23.95,241.51,31.73,11.68,9.9,5164168.14,8260696.55,0.91,1,1,0,86.15,2,46.77
Indonesia,2011,IDN,Asia,Southeast Asia,128012131.5,38720.25,46.86,5998034.58,77.28,16.56,49.45,153.61,128.38,8.9,17.58,9745102.6,9366934.1,3.9,0,0,1,25.91,2,83.6
China,1971,CHN,Asia,East Asia,257306575.2,24435.37,52.66,13550874.44,89.68,28.07,26.16,256.11,144.3,5.97,5.95,152435.11,7995881.3,2.63,0,0,1,24.77,2,96.84
France,1967,FRA,Europe,Western Europe,169485261.4,19456.34,50.8,8610019.75,71.01,33.65,44.2,172.77,139.19,16.1,6.71,6908921.01,5240962.89,4.78,0,1,0,24,3,96.27
France,1967,FRA,Europe,Western Europe,14522362.63,34945.8,26.36,382858.15,52.15,18.37,27.76,65.79,72.24,7,30.15,298895.24,7142228.77,4.77,0,0,0,23.32,5,35.77
France,2014,FRA,Europe,Western Europe,240758105.4,30052.23,59.78,14391603.02,56.43,12.14,4.03,242.32,163.79,9,16.46,8624851.49,5336822.26,4.29,0,1,0,35.02,5,65.28
Indonesia,1988,IDN,Asia,Southeast Asia,146889917.3,24425.09,50.77,7457141.98,59.53,23.92,42.12,108.03,139.1,14.83,36.59,1361429.16,3182523.84,1.8,0,0,0,77.52,3,74.67
India,1993,IND,Asia,South Asia,168952003.5,7921.03,38.18,6450103.01,70.73,35.41,28.04,172.39,104.61,4.5,7.67,8366129.57,1349262.92,3.82,0,0,0,47.55,4,60.4
Germany,1977,DEU,Europe,Western Europe,149671381.5,42033.97,65.02,9731004.64,87.38,22.91,14.99,112.82,178.14,14.53,16.49,1751187.7,5489410.06,2.46,0,0,1,20.79,4,65.99
Japan,1960,JPN,Asia,East Asia,123664311.9,7098.74,14.51,1794428.1,53.63,25.07,51.6,196.99,39.76,4.37,5.31,533402.72,6650454.38,4.05,0,1,0,63.05,1,40.01
Australia,1970,AUS,Oceania,Australia & New Zealand,11636302.19,5701.65,36.03,419242.71,64.31,34.88,49.72,64.36,98.72,5.99,12.76,2207912.7,2002539.18,3.37,1,0,0,11.94,4,73.07
USA,2006,USA,North America,Northern America,263801977.2,22230.52,7.29,1922706.64,70.24,21.35,51.57,239.07,19.97,8.92,26.86,2053041.42,980975.11,1.92,0,0,1,39.25,3,65.31
Brazil,2003,BRA,South America,South America,240988343,22114.02,8.42,2029757.15,54.53,24.57,49.55,184.54,23.08,14.89,8.14,6746248.45,3770735.75,1.76,1,1,1,61.27,1,92.8
China,1994,CHN,Asia,East Asia,190275976.1,49082.71,8.49,1615346.89,77.51,5.65,7.99,112.01,23.26,8.45,11.02,4719989.87,4545160.97,4.05,0,0,0,70.27,2,34.58
Germany,2010,DEU,Europe,Western Europe,172096764.8,6812.91,36.97,6361768.81,70.6,38.29,24.88,164.24,101.29,7.86,20.1,7656441.98,6391743.59,1.85,0,0,0,86.27,2,91.92
Russia,2011,RUS,Europe,Eastern Europe,208788983,24449.44,43.28,9036950.07,68.38,24.84,11.49,127.15,118.59,9.74,30.03,2358590.94,1774210.19,1.46,0,1,0,70.5,1,90.48
China,1991,CHN,Asia,East Asia,44053014.76,10461.64,5.23,230251.33,76.24,30.47,9.31,263.72,14.32,5.15,23.46,4908674.07,4700007.6,3.78,0,0,0,34.54,3,61.39
China,2010,CHN,Asia,East Asia,279860629.6,35237.31,46.12,12905917.42,61.51,13.68,46.89,168.44,126.36,15.18,30.66,1055070.08,9164448.24,0.79,0,0,0,61.19,1,36.79
Australia,1975,AUS,Oceania,Australia & New Zealand,197290591.5,32599.16,19.55,3856463.38,56.51,21.1,5.44,240.53,53.56,11.24,10.65,4994017.58,1724246.98,4.32,0,0,0,71.72,3,77.91
Russia,1965,RUS,Europe,Eastern Europe,182419948.7,17251.35,5.98,1091146.37,70.95,8.94,24.37,222.85,16.39,4.15,36.17,9115048.58,8415822.21,2.94,0,0,1,18.01,3,99.78
South Africa,1968,ZAF,Africa,Sub-Saharan Africa,191347579.9,28445.03,15.15,2898285.92,64.9,34.06,59.6,227.73,41.5,8.66,38.59,9487127.49,4233567.87,2.94,0,0,0,71.39,5,69.76
Australia,1999,AUS,Oceania,Australia & New Zealand,263806684.8,23722.28,44.02,11613191.12,60.41,34.38,12.74,75.11,120.62,7.98,33.72,8752983.26,6302876.65,4.36,0,0,1,19.71,3,76.41
Brazil,1981,BRA,South America,South America,89477450.79,19031.07,47.82,4279224.48,54.99,7.23,23.83,262.6,131.04,16.05,30.21,9224361.21,8812592.74,4.16,0,0,0,61.59,1,63.77
South Africa,2007,ZAF,Africa,Sub-Saharan Africa,224935508.3,27107.48,47.06,10585235.16,50.93,18.67,35.67,215.26,128.94,3.76,6.81,465471.17,6223403.53,4.04,0,0,0,70.51,3,33.11
Russia,1967,RUS,Europe,Eastern Europe,179918928.1,19498.03,14.96,2690786.67,57.73,14.85,11.98,25.65,40.98,5.7,39.95,8267954.41,8434486.62,2.1,1,0,0,80.94,2,82.14
France,2015,FRA,Europe,Western Europe,23742038.96,40397.93,64.23,1524925.77,59.9,23.07,58.07,197.82,175.99,9.87,12.38,665891.1,6507535.36,1.39,0,1,1,12.43,1,93.95
Brazil,1991,BRA,South America,South America,124832249.6,25014.26,31.71,3958665.92,69.42,22.11,38.09,149.79,86.89,13.46,19.41,5718480.05,8145201.95,2.96,0,1,1,80.85,1,36.66
Mexico,1985,MEX,North America,Central America,251547520.4,45204.8,54.92,13815111.17,59.64,27.97,13.76,51.3,150.48,12.74,27,852635.07,4566354.84,3,0,0,0,49.24,2,59.22
Indonesia,1977,IDN,Asia,Southeast Asia,145196901.1,6050.13,35.59,5167117.23,68.97,12.76,21.65,277.48,97.51,5.56,39.68,22738.15,5426070.52,2.39,0,0,0,45.79,4,69.82
France,1996,FRA,Europe,Western Europe,147102931.9,19357.88,38.9,5722138.78,74.95,30.32,7.34,264.05,106.58,4.23,25.75,3838725.6,6822164.7,2.92,0,0,0,26.93,5,31.08
USA,2011,USA,North America,Northern America,185784950.2,9591.15,55.07,10231751.52,58.32,39.17,17.08,35.05,150.9,10.94,12.76,5295195.88,1920901.59,2.69,0,1,0,48.96,2,46.03
Indonesia,1997,IDN,Asia,Southeast Asia,52888220.44,10766.84,30.95,1637136.98,74.11,32.72,5.29,157.77,84.82,7.03,16.39,5052387.33,4660288.51,1.45,0,0,1,84.61,4,66.86
India,1993,IND,Asia,South Asia,151880447.9,43476.71,23.36,3548451.58,62.44,7.36,2.9,210.41,64.02,12.62,28.29,8761918.24,8263230.04,1.21,0,1,1,55.29,1,70.15
India,1963,IND,Asia,South Asia,127855910.5,28611.27,68.24,8725167.19,63.45,13.32,32.48,232.31,186.98,10.7,6.38,6100154.86,7738014.19,4.47,1,1,1,55.49,4,36.41
South Africa,1975,ZAF,Africa,Sub-Saharan Africa,89480106.94,25130.67,23.49,2102285.86,82.3,29.14,26.04,250.26,64.37,6.72,14.67,5530759.94,5425020.38,4.71,0,0,0,29.23,5,89.68
South Africa,2020,ZAF,Africa,Sub-Saharan Africa,275962844.9,39493.38,13.42,3702263.67,83.49,15.35,11.3,182.95,36.76,9.3,24.19,9809241.49,8051469.67,4.37,0,0,0,70.88,2,61.13
Brazil,1983,BRA,South America,South America,3443156.63,6953.17,24.53,84450.59,71.32,18.78,42.76,265.84,67.2,14.69,32.19,3900003.53,8110732.23,4.55,0,1,1,28.91,3,35.14
Germany,1973,DEU,Europe,Western Europe,37509333,42922.23,26.25,984652.47,85.86,38.38,5.27,171.39,71.93,6.01,34.17,8819537.17,6597203.68,2.74,0,1,1,51.8,4,39.07
Mexico,1976,MEX,North America,Central America,220269990.5,24423.55,13.31,2931984.79,79.47,8.02,16.22,16.7,36.47,8.18,37.01,6467519.94,9425779.54,4.49,0,1,0,25.85,1,50.95
Mexico,2010,MEX,North America,Central America,79769039.8,7253.44,51.03,4070568.77,52.21,35.14,6.08,143,139.82,6.91,18.24,7751774.39,8566636.84,2.74,0,0,0,51.72,3,84.84
India,1990,IND,Asia,South Asia,217230599.1,41060.87,45.25,9828756.15,72.38,6.76,43.66,56.74,123.97,10.52,25.56,3120218.5,2174097.18,2.25,0,1,0,60.19,4,88.68
South Africa,2009,ZAF,Africa,Sub-Saharan Africa,77130189.03,30427.73,69.55,5364019.47,71.64,24.44,11.31,207.43,190.55,12.08,36.48,8484811.85,1264310.43,3.94,0,0,1,72.85,5,95.87
Indonesia,2003,IDN,Asia,Southeast Asia,58391342.07,44733.64,47.58,2778010.13,83.28,17.47,33.44,207.5,130.36,5.62,34.62,6256253.84,4239777.86,3.16,1,0,0,55.03,2,81.27
